"","lhs","","rhs","support","confidence","lift","count"
"[687]","{vi,cd,make}","=>","{rm}",0.0176893311221669,0.780487804878049,4.90243902439024,160
"[688]","{rm,ll,X..1}","=>","{cd}",0.0176893311221669,0.987654320987654,2.43017772941603,160
"[689]","{cd,ll,X..1}","=>","{rm}",0.0176893311221669,0.772946859903382,4.85507246376812,160
"[690]","{cd,rm,X..1}","=>","{ll}",0.0176893311221669,0.588235294117647,4.7718280137167,160
"[691]","{ls,X.,grep}","=>","{cd}",0.0176893311221669,0.941176470588235,2.31581642450234,160
"[692]","{X.,cd,grep}","=>","{ls}",0.0176893311221669,0.701754385964912,2.24606101240362,160
"[693]","{ls,cd,grep}","=>","{X.}",0.0176893311221669,0.50314465408805,7.36398607803627,160
"[694]","{vi,grep,ll}","=>","{cd}",0.0176893311221669,0.987654320987654,2.43017772941603,160
"[695]","{cd,grep,ll}","=>","{vi}",0.0176893311221669,0.65843621399177,3.0604088158045,160
"[696]","{md}","=>","{cd}",0.0175787728026534,0.981481481481482,2.41498911860718,159
"[697]","{cat,ll}","=>","{rm}",0.0175787728026534,0.70353982300885,4.41910951327434,159
"[698]","{cat,rm}","=>","{ll}",0.0175787728026534,0.779411764705882,6.32267211817462,159
"[699]","{rm,X..2}","=>","{ls}",0.0175787728026534,0.584558823529412,1.87096056575496,159
"[700]","{ls,X..2}","=>","{rm}",0.0175787728026534,0.514563106796116,3.23209951456311,159
"[701]","{vi,z}","=>","{ll}",0.0175787728026534,0.70353982300885,5.70719076153816,159
"[702]","{vi,elm,mail}","=>","{cd}",0.0175787728026534,0.783251231527094,1.92723269563726,159
"[703]","{elm,cd,mail}","=>","{vi}",0.0175787728026534,0.798994974874372,3.7137253585502,159
"[704]","{vi,cd,mail}","=>","{elm}",0.0175787728026534,0.742990654205608,2.51040361124009,159
"[705]","{vi,man,ll}","=>","{cd}",0.0175787728026534,0.975460122699387,2.40017323444395,159
"[706]","{man,cd,ll}","=>","{vi}",0.0175787728026534,0.65702479338843,3.05384853864252,159
"[707]","{vi,man,cd}","=>","{ll}",0.0175787728026534,0.628458498023715,5.0981229727574,159
"[708]","{ls,elm,mv}","=>","{cd}",0.0175787728026534,0.929824561403509,2.28788442815417,159
"[709]","{elm,cd,mv}","=>","{ls}",0.0175787728026534,0.841269841269841,2.69259933272672,159
"[710]","{a.out}","=>","{cd}",0.0174682144831399,0.993710691823899,2.44507976266245,158
"[711]","{ct}","=>","{ll}",0.0174682144831399,0.951807228915663,7.7211626776163,158
"[712]","{md}","=>","{ll}",0.0174682144831399,0.975308641975309,7.9118086696562,158
"[713]","{chmod}","=>","{vi}",0.0174682144831399,0.644897959183673,2.99748306311219,158
"[714]","{rm,k}","=>","{cd}",0.0174682144831399,0.963414634146341,2.37053464794713,158
"[715]","{rm,X..2}","=>","{vi}",0.0174682144831399,0.580882352941177,2.69993878846503,158
"[716]","{vi,X..2}","=>","{rm}",0.0174682144831399,0.61003861003861,3.83180501930502,158
"[717]","{cat,rm,ll}","=>","{cd}",0.0174682144831399,0.993710691823899,2.44507976266245,158
"[718]","{cd,cat,ll}","=>","{rm}",0.0174682144831399,0.708520179372197,4.45039237668161,158
"[719]","{cd,cat,rm}","=>","{ll}",0.0174682144831399,0.793969849246231,6.4407688667553,158
"[720]","{rm,ll,k}","=>","{cd}",0.0174682144831399,0.969325153374233,2.3850778052965,158
"[721]","{cd,rm,k}","=>","{ll}",0.0174682144831399,1,8.11210762331839,158
"[722]","{X.v}","=>","{cd}",0.0173576561636263,0.848648648648649,2.08814663412052,157
"[723]","{mkdir}","=>","{mv}",0.0173576561636263,0.682608695652174,8.11326629720619,157
"[724]","{vi,k}","=>","{ll}",0.0173576561636263,0.975155279503106,7.91056457677631,157
"[725]","{vi,exit,more}","=>","{ls}",0.0173576561636263,0.98125,3.140625,157
"[726]","{ls,exit,more}","=>","{vi}",0.0173576561636263,0.704035874439462,3.27235585010531,157
"[727]","{X..5}","=>","{vi}",0.0172470978441128,0.549295774647887,2.55312450241014,156
"[728]","{vi,date}","=>","{ls}",0.0172470978441128,0.838709677419355,2.68440517772755,156
"[729]","{ls,date}","=>","{vi}",0.0172470978441128,0.722222222222222,3.35688591983556,156
"[730]","{mv,X..2}","=>","{cd}",0.0172470978441128,0.968944099378882,2.38414020100163,156
"[731]","{mv,X.l}","=>","{vi}",0.0172470978441128,0.699551569506726,3.25151281921292,156
"[732]","{vi,exit,more}","=>","{cd}",0.0172470978441128,0.975,2.39904107725789,156
"[733]","{exit,more,cd}","=>","{vi}",0.0172470978441128,0.735849056603774,3.42022339002114,156
"[734]","{vi,X.,grep}","=>","{cd}",0.0172470978441128,0.968944099378882,2.38414020100163,156
"[735]","{X.,cd,grep}","=>","{vi}",0.0172470978441128,0.684210526315789,3.18020771352843,156
"[736]","{vi,X.,cd}","=>","{grep}",0.0172470978441128,0.513157894736842,7.6215322789733,156
"[737]","{ll,md}","=>","{cd}",0.0171365395245992,0.981012658227848,2.41383555322929,155
"[738]","{cd,md}","=>","{ll}",0.0171365395245992,0.974842767295597,7.90802944411541,155
"[739]","{mkdir,mv}","=>","{cd}",0.0171365395245992,0.987261146496815,2.42921030197598,155
"[740]","{mkdir,cd}","=>","{mv}",0.0171365395245992,0.698198198198198,8.29855808502326,155
"[741]","{emacs,ll}","=>","{cd}",0.0171365395245992,0.939393939393939,2.31143040854684,155
"[742]","{vi,X..5}","=>","{cd}",0.0171365395245992,0.993589743589744,2.44478216288608,155
"[743]","{cd,X..5}","=>","{vi}",0.0171365395245992,0.551601423487544,2.56384114873836,155
"[744]","{exit,finger}","=>","{ls}",0.0171365395245992,0.523648648648649,1.67600920984679,155
"[745]","{vi,k}","=>","{cd}",0.0171365395245992,0.962732919254658,2.36885725099521,155
"[746]","{vi,rm,X..2}","=>","{cd}",0.0171365395245992,0.981012658227848,2.41383555322929,155
"[747]","{cd,rm,X..2}","=>","{vi}",0.0171365395245992,0.5893536121673,2.73931316652273,155
"[748]","{vi,cd,X..2}","=>","{rm}",0.0171365395245992,0.625,3.92578125,155
"[749]","{ftp}","=>","{ls}",0.0170259812050857,0.827956989247312,2.64998972673105,154
"[750]","{ll,make}","=>","{cd}",0.0170259812050857,1,2.46055495103373,154
"[751]","{more,cp}","=>","{cd}",0.0170259812050857,0.974683544303797,2.39826242062782,154
"[752]","{exit,cp}","=>","{ls}",0.0170259812050857,0.974683544303797,3.11960815931629,154
"[753]","{elm,mv}","=>","{vi}",0.0170259812050857,0.747572815533981,3.4747153733324,154
"[754]","{vi,ll,k}","=>","{cd}",0.0170259812050857,0.980891719745223,2.4135379774471,154
"[755]","{vi,cd,k}","=>","{ll}",0.0170259812050857,0.993548387096774,8.05977144510343,154
"[756]","{ls,fg,rm}","=>","{cd}",0.0170259812050857,0.846153846153846,2.08200803549008,154
"[757]","{fg,cd,rm}","=>","{ls}",0.0170259812050857,0.716279069767442,2.29254925196267,154
"[758]","{ls,vi,exit,more}","=>","{cd}",0.0170259812050857,0.980891719745223,2.4135379774471,154
"[759]","{vi,exit,more,cd}","=>","{ls}",0.0170259812050857,0.987179487179487,3.15960313571779,154
"[760]","{ls,exit,more,cd}","=>","{vi}",0.0170259812050857,0.747572815533981,3.4747153733324,154
"[761]","{dir}","=>","{ll}",0.0169154228855721,0.533101045296167,4.32457305354604,153
"[762]","{exit,mail}","=>","{cd}",0.0169154228855721,0.515151515151515,1.26755861113859,153
"[763]","{X..2,z}","=>","{cd}",0.0169154228855721,0.88953488372093,2.18874946225675,153
"[764]","{X..2,X.l}","=>","{cd}",0.0169154228855721,0.950310559006211,2.33829135098237,153
"[765]","{ls,rm,X..2}","=>","{cd}",0.0169154228855721,0.962264150943396,2.36770382080604,153
"[766]","{cd,rm,X..2}","=>","{ls}",0.0169154228855721,0.581749049429658,1.86196749897072,153
"[767]","{ls,cd,X..2}","=>","{rm}",0.0169154228855721,0.533101045296167,3.34854094076655,153
"[768]","{vi,mv,X.l}","=>","{cd}",0.0169154228855721,0.980769230769231,2.41323658659078,153
"[769]","{cd,mv,X.l}","=>","{vi}",0.0169154228855721,0.695454545454545,3.23246986826123,153
"[770]","{X.k}","=>","{cd}",0.0168048645660586,0.817204301075269,2.01077608901681,152
"[771]","{dir,ll}","=>","{cd}",0.0168048645660586,0.993464052287582,2.44447289253024,152
"[772]","{dir,cd}","=>","{ll}",0.0168048645660586,0.560885608856089,4.54996442341105,152
"[773]","{vi,rlogin}","=>","{cd}",0.0168048645660586,0.944099378881988,2.32300840097595,152
"[774]","{cd,rlogin}","=>","{vi}",0.0168048645660586,0.571428571428571,2.6559976508589,152
"[775]","{ls,vi,elm,mail}","=>","{cd}",0.0168048645660586,0.812834224598931,2.00002327570656,152
"[776]","{vi,elm,cd,mail}","=>","{ls}",0.0168048645660586,0.955974842767296,3.05972839802908,152
"[777]","{ls,elm,cd,mail}","=>","{vi}",0.0168048645660586,0.795811518324607,3.69892866559408,152
"[778]","{ls,vi,cd,mail}","=>","{elm}",0.0168048645660586,0.752475247524752,2.54244998650033,152
"[779]","{X.s}","=>","{vi}",0.0166943062465451,0.585271317829457,2.72033867922273,151
"[780]","{X..5}","=>","{mv}",0.0166943062465451,0.53169014084507,6.31949714053044,151
"[781]","{netscape,X..2}","=>","{cd}",0.0166943062465451,0.520689655172414,1.28118550898653,151
"[782]","{cd,netscape}","=>","{X..2}",0.0166943062465451,0.915151515151515,10.4911856204632,151
"[783]","{vi,chmod}","=>","{cd}",0.0166943062465451,0.955696202531646,2.35154302282338,151
"[784]","{cd,chmod}","=>","{vi}",0.0166943062465451,0.65938864628821,3.06483571720291,151
"[785]","{mv,X..5}","=>","{cd}",0.0166943062465451,1,2.46055495103373,151
"[786]","{cd,X..5}","=>","{mv}",0.0166943062465451,0.537366548042705,6.38696508153254,151
"[787]","{more,cp}","=>","{ls}",0.0166943062465451,0.955696202531646,3.05883657179715,151
"[788]","{exit,fg}","=>","{ls}",0.0166943062465451,0.766497461928934,2.45328009311649,151
"[789]","{rm,ll,cp}","=>","{vi}",0.0166943062465451,0.766497461928934,3.56267705197698,151
"[790]","{vi,ll,cp}","=>","{rm}",0.0166943062465451,0.74384236453202,4.67225985221675,151
"[791]","{vi,rm,cp}","=>","{ll}",0.0166943062465451,0.5,4.05605381165919,151
"[792]","{vi,rm,ll}","=>","{cp}",0.0166943062465451,0.527972027972028,7.00220966716568,151
"[793]","{vi,ll,z}","=>","{cd}",0.0166943062465451,0.949685534591195,2.33675344406348,151
"[794]","{vi,cd,z}","=>","{ll}",0.0166943062465451,0.794736842105263,6.44699079537409,151
"[795]","{head}","=>","{cd}",0.0165837479270315,0.9375,2.30677026659412,150
"[796]","{fg,lo}","=>","{elm}",0.0165837479270315,0.961538461538462,3.2488290566363,150
"[797]","{rm,make}","=>","{ls}",0.0165837479270315,0.704225352112676,2.25396967794025,150
"[798]","{ls,make}","=>","{rm}",0.0165837479270315,0.757575757575758,4.75852272727273,150
"[799]","{exit,cp}","=>","{cd}",0.0165837479270315,0.949367088607595,2.3359698902219,150
"[800]","{X..5}","=>","{m}",0.016473189607518,0.524647887323944,5.91700765691405,149
"[801]","{X..5,m}","=>","{cd}",0.016473189607518,1,2.46055495103373,149
"[802]","{cd,X..5}","=>","{m}",0.016473189607518,0.530249110320285,5.9801785571658,149
"[803]","{rm,mail}","=>","{cd}",0.016473189607518,0.772020725388601,1.89959941815558,149
"[804]","{cp,X.l}","=>","{vi}",0.016473189607518,0.756345177664975,3.51548927645411,149
"[805]","{elm,X.l}","=>","{vi}",0.016473189607518,0.573076923076923,2.66365918254407,149
"[806]","{ls,rm,make}","=>","{cd}",0.016473189607518,0.993333333333333,2.44415125136017,149
"[807]","{cd,rm,make}","=>","{ls}",0.016473189607518,0.706161137440758,2.2601654239744,149
"[808]","{ls,cd,make}","=>","{rm}",0.016473189607518,0.756345177664975,4.75079314720812,149
"[809]","{vi,rm,ll,cp}","=>","{cd}",0.016473189607518,0.986754966887417,2.42796481923196,149
"[810]","{cd,rm,ll,cp}","=>","{vi}",0.016473189607518,0.764102564102564,3.55154557672543,149
"[811]","{vi,cd,ll,cp}","=>","{rm}",0.016473189607518,0.741293532338308,4.65625,149
"[812]","{vi,cd,rm,cp}","=>","{ll}",0.016473189607518,0.506802721088435,4.11123821726,149
"[813]","{vi,cd,rm,ll}","=>","{cp}",0.016473189607518,0.530249110320285,7.03240938833867,149
"[814]","{tar}","=>","{rm}",0.0163626312880044,0.783068783068783,4.91865079365079,148
"[815]","{rm,tar}","=>","{cd}",0.0163626312880044,1,2.46055495103373,148
"[816]","{cd,tar}","=>","{rm}",0.0163626312880044,0.787234042553192,4.94481382978723,148
"[817]","{mkdir,mv}","=>","{ls}",0.0163626312880044,0.942675159235669,3.01716093959187,148
"[818]","{ls,mkdir}","=>","{mv}",0.0163626312880044,0.701421800947867,8.33687278524765,148
"[819]","{vi,X..1}","=>","{ls}",0.0163626312880044,0.594377510040161,1.90238661652981,148
"[820]","{ls,X..1}","=>","{vi}",0.0163626312880044,0.629787234042553,2.92724847477641,148
"[821]","{elm,cp}","=>","{cd}",0.0163626312880044,0.936708860759494,2.30482362501894,148
"[822]","{ls,exit,mail}","=>","{cd}",0.0163626312880044,0.729064039408867,1.79390213178814,148
"[823]","{exit,cd,mail}","=>","{ls}",0.0163626312880044,0.967320261437909,3.09604096415636,148
"[824]","{ls,cd,mail}","=>","{exit}",0.0163626312880044,0.503401360544218,2.30428406180286,148
"[825]","{ls,more,cp}","=>","{cd}",0.0163626312880044,0.980132450331126,2.41166975333108,148
"[826]","{more,cd,cp}","=>","{ls}",0.0163626312880044,0.961038961038961,3.07593680205145,148
"[827]","{ls,exit,cp}","=>","{cd}",0.0163626312880044,0.961038961038961,2.36468917372073,148
"[828]","{exit,cd,cp}","=>","{ls}",0.0163626312880044,0.986666666666667,3.15796178343949,148
"[829]","{ftp}","=>","{cd}",0.0162520729684909,0.790322580645161,1.94463213872021,147
"[830]","{X.v}","=>","{ls}",0.0162520729684909,0.794594594594595,2.54320881390945,147
"[831]","{vi,X.s}","=>","{cd}",0.0162520729684909,0.973509933774834,2.39537468743019,147
"[832]","{cd,X.s}","=>","{vi}",0.0162520729684909,0.620253164556962,2.88293415900191,147
"[833]","{man,ll}","=>","{rm}",0.0162520729684909,0.585657370517928,3.67866035856574,147
"[834]","{man,rm}","=>","{ll}",0.0162520729684909,0.625531914893617,5.07438221543746,147
"[835]","{ll,X..2}","=>","{vi}",0.0162520729684909,0.622881355932203,2.89514998170955,147
"[836]","{vi,X..2}","=>","{ll}",0.0162520729684909,0.567567567567568,4.60416919161314,147
"[837]","{vi,cp,X.l}","=>","{cd}",0.0162520729684909,0.986577181208054,2.42752736779838,147
"[838]","{cd,cp,X.l}","=>","{vi}",0.0162520729684909,0.753846153846154,3.50387382401771,147
"[839]","{xlock}","=>","{cd}",0.0161415146489773,0.722772277227723,1.7784209052026,146
"[840]","{mv,m}","=>","{cd}",0.0161415146489773,0.954248366013072,2.34798054150931,146
"[841]","{ls,mkdir,mv}","=>","{cd}",0.0161415146489773,0.986486486486487,2.4273042084522,146
"[842]","{mkdir,cd,mv}","=>","{ls}",0.0161415146489773,0.941935483870968,3.01479350729402,146
"[843]","{ls,mkdir,cd}","=>","{mv}",0.0161415146489773,0.715686274509804,8.50641570688722,146
"[844]","{vi,ll,X..2}","=>","{cd}",0.0161415146489773,0.993197278911565,2.44381648197908,146
"[845]","{cd,ll,X..2}","=>","{vi}",0.0161415146489773,0.629310344827586,2.92503189566573,146
"[846]","{vi,cd,X..2}","=>","{ll}",0.0161415146489773,0.588709677419355,4.77567626211486,146
"[847]","{chmod}","=>","{ls}",0.0160309563294638,0.591836734693878,1.89425451709346,145
"[848]","{finger,rm}","=>","{cd}",0.0160309563294638,0.857988165680473,2.11112702899344,145
"[849]","{fg,more}","=>","{ls}",0.0160309563294638,0.873493975903614,2.79573708848131,145
"[850]","{mv,ll,cp}","=>","{cd}",0.0160309563294638,0.993150684931507,2.44370183493076,145
"[851]","{X.,mv}","=>","{rm}",0.0159203980099502,0.72,4.5225,144
"[852]","{X.,rm}","=>","{mv}",0.0159203980099502,0.516129032258065,6.13454283413166,144
"[853]","{X.,mv}","=>","{vi}",0.0159203980099502,0.72,3.34655704008222,144
"[854]","{cp,X.l}","=>","{rm}",0.0159203980099502,0.730964467005076,4.59137055837563,144
"[855]","{ls,vi,date}","=>","{cd}",0.0159203980099502,0.923076923076923,2.27128149326191,144
"[856]","{vi,cd,date}","=>","{ls}",0.0159203980099502,0.857142857142857,2.74340309372156,144
"[857]","{ls,cd,date}","=>","{vi}",0.0159203980099502,0.791208791208791,3.67753520888156,144
"[858]","{man,rm,ll}","=>","{cd}",0.0159203980099502,0.979591836734694,2.41033954386978,144
"[859]","{man,cd,ll}","=>","{rm}",0.0159203980099502,0.59504132231405,3.73760330578512,144
"[860]","{man,cd,rm}","=>","{ll}",0.0159203980099502,0.631578947368421,5.12343639367477,144
"[861]","{uptime}","=>","{cd}",0.0158098396904367,0.641255605381166,1.57784465469876,143
"[862]","{ct}","=>","{cd}",0.0158098396904367,0.86144578313253,2.11963468673388,143
"[863]","{jobs}","=>","{cd}",0.0158098396904367,0.718592964824121,1.768137477376,143
"[864]","{chmod}","=>","{mv}",0.0158098396904367,0.583673469387755,6.93735417951675,143
"[865]","{pwd,vi}","=>","{ls}",0.0158098396904367,0.700980392156863,2.24358373922818,143
"[866]","{pwd,ls}","=>","{vi}",0.0158098396904367,0.647058823529412,3.00752675170788,143
"[867]","{vi,make}","=>","{ls}",0.0158098396904367,0.690821256038647,2.21106803286255,143
"[868]","{ls,make}","=>","{vi}",0.0158098396904367,0.722222222222222,3.35688591983556,143
"[869]","{k,m}","=>","{z}",0.0158098396904367,0.665116279069767,3.14314354450682,143
"[870]","{z,k}","=>","{m}",0.0158098396904367,0.516245487364621,5.82224492919326,143
"[871]","{ll,X..1}","=>","{vi}",0.0158098396904367,0.680952380952381,3.16506386727353,143
"[872]","{vi,X..1}","=>","{ll}",0.0158098396904367,0.57429718875502,4.65876060294992,143
"[873]","{ls,vi,X..1}","=>","{cd}",0.0158098396904367,0.966216216216216,2.37742809457989,143
"[874]","{vi,cd,X..1}","=>","{ls}",0.0158098396904367,0.593360995850622,1.89913312366202,143
"[875]","{ls,cd,X..1}","=>","{vi}",0.0158098396904367,0.629955947136564,2.92803265254379,143
"[876]","{elm,more,rm}","=>","{ls}",0.0158098396904367,0.993055555555556,3.17841029723991,143
"[877]","{ls,elm,more}","=>","{rm}",0.0158098396904367,0.55859375,3.5086669921875,143
"[878]","{X.,rm,mv}","=>","{cd}",0.0158098396904367,0.993055555555556,2.44346776387378,143
"[879]","{X.,cd,mv}","=>","{rm}",0.0158098396904367,0.722222222222222,4.53645833333333,143
"[880]","{X.,cd,rm}","=>","{mv}",0.0158098396904367,0.539622641509434,6.41378027917586,143
"[881]","{vi,elm,X.l}","=>","{cd}",0.0158098396904367,0.959731543624161,2.36147220132768,143
"[882]","{elm,cd,X.l}","=>","{vi}",0.0158098396904367,0.647058823529412,3.00752675170788,143
"[883]","{rm,mv,ll}","=>","{vi}",0.0158098396904367,0.704433497536946,3.27420400062779,143
"[884]","{vi,mv,ll}","=>","{rm}",0.0158098396904367,0.707920792079208,4.44662747524752,143
"[885]","{vi,rm,ll}","=>","{mv}",0.0158098396904367,0.5,5.94283837056505,143
"[886]","{mkdir}","=>","{vi}",0.0156992813709232,0.617391304347826,2.86963224451495,142
"[887]","{X..5,m}","=>","{ll}",0.0156992813709232,0.953020134228188,7.73100189604839,142
"[888]","{ll,X..5}","=>","{m}",0.0156992813709232,0.648401826484018,7.3127113722543,142
"[889]","{pwd,ls,vi}","=>","{cd}",0.0156992813709232,0.993006993006993,2.44334827305448,142
"[890]","{pwd,vi,cd}","=>","{ls}",0.0156992813709232,0.71,2.27245222929936,142
"[891]","{pwd,ls,cd}","=>","{vi}",0.0156992813709232,0.672985781990521,3.12803514804947,142
"[892]","{ls,vi,make}","=>","{cd}",0.0156992813709232,0.993006993006993,2.44334827305448,142
"[893]","{vi,cd,make}","=>","{ls}",0.0156992813709232,0.692682926829268,2.21702656517011,142
"[894]","{ls,cd,make}","=>","{vi}",0.0156992813709232,0.720812182741117,3.35033206212405,142
"[895]","{ll,X..5,m}","=>","{cd}",0.0156992813709232,1,2.46055495103373,142
"[896]","{cd,X..5,m}","=>","{ll}",0.0156992813709232,0.953020134228188,7.73100189604839,142
"[897]","{cd,ll,X..5}","=>","{m}",0.0156992813709232,0.648401826484018,7.3127113722543,142
"[898]","{ls,rm,mail}","=>","{cd}",0.0156992813709232,0.793296089385475,1.95194862037313,142
"[899]","{cd,rm,mail}","=>","{ls}",0.0156992813709232,0.953020134228188,3.05027144872398,142
"[900]","{vi,X.,mv}","=>","{cd}",0.0156992813709232,0.986111111111111,2.42638057671382,142
"[901]","{X.,cd,mv}","=>","{vi}",0.0156992813709232,0.717171717171717,3.33341119312342,142
"[902]","{rm,cp,X.l}","=>","{cd}",0.0156992813709232,0.986111111111111,2.42638057671382,142
"[903]","{cd,cp,X.l}","=>","{rm}",0.0156992813709232,0.728205128205128,4.57403846153846,142
"[904]","{chmod}","=>","{rm}",0.0155887230514096,0.575510204081633,3.61492346938775,141
"[905]","{ls,lo}","=>","{cd}",0.0155887230514096,0.854545454545454,2.10265604906519,141
"[906]","{cd,lo}","=>","{ls}",0.0155887230514096,0.946308724832215,3.02879066387381,141
"[907]","{cat,rm}","=>","{vi}",0.0155887230514096,0.691176470588235,3.21258539386978,141
"[908]","{vi,cat}","=>","{rm}",0.0155887230514096,0.635135135135135,3.98944256756757,141
"[909]","{cp,X..2}","=>","{cd}",0.0155887230514096,0.986013986013986,2.42614159507522,141
"[910]","{ll,X.l}","=>","{vi}",0.0155887230514096,0.592436974789916,2.75364462331695,141
"[911]","{vi,ll,X..1}","=>","{cd}",0.0155887230514096,0.986013986013986,2.42614159507522,141
"[912]","{cd,ll,X..1}","=>","{vi}",0.0155887230514096,0.681159420289855,3.16602618526297,141
"[913]","{vi,cd,X..1}","=>","{ll}",0.0155887230514096,0.5850622406639,4.74608786260536,141
"[914]","{vi,ll,X.l}","=>","{cd}",0.0155887230514096,1,2.46055495103373,141
"[915]","{cd,ll,X.l}","=>","{vi}",0.0155887230514096,0.602564102564103,2.80071547157878,141
"[916]","{vi,elm,mv}","=>","{cd}",0.0155887230514096,0.915584415584416,2.25284576685556,141
"[917]","{elm,cd,mv}","=>","{vi}",0.0155887230514096,0.746031746031746,3.46755248862135,141
"[918]","{vi,rm,mv,ll}","=>","{cd}",0.0155887230514096,0.986013986013986,2.42614159507522,141
"[919]","{cd,rm,mv,ll}","=>","{vi}",0.0155887230514096,0.701492537313433,3.26053442959918,141
"[920]","{vi,cd,mv,ll}","=>","{rm}",0.0155887230514096,0.712121212121212,4.47301136363636,141
"[921]","{vi,cd,rm,ll}","=>","{mv}",0.0155887230514096,0.501779359430605,5.9639872615635,141
"[922]","{chmod}","=>","{ll}",0.0154781647318961,0.571428571428571,4.63549007046765,140
"[923]","{cp,make}","=>","{cd}",0.0154781647318961,1,2.46055495103373,140
"[924]","{finger,rm}","=>","{ls}",0.0154781647318961,0.828402366863905,2.65141521878416,140
"[925]","{X.,more}","=>","{vi}",0.0154781647318961,0.544747081712062,2.53198219634409,140
"[926]","{grep,cp}","=>","{vi}",0.0154781647318961,0.858895705521472,3.99214370834621,140
"[927]","{elm,mv}","=>","{rm}",0.0154781647318961,0.679611650485437,4.26881067961165,140
"[928]","{z,k,m}","=>","{ll}",0.0154781647318961,0.979020979020979,7.94192354730471,140
"[929]","{ll,k,m}","=>","{z}",0.0154781647318961,0.666666666666667,3.15047021943574,140
"[930]","{ll,z,k}","=>","{m}",0.0154781647318961,0.598290598290598,6.74755419144446,140
"[931]","{ll,z,m}","=>","{k}",0.0154781647318961,0.693069306930693,15.2155628184178,140
"[932]","{vi,fg,rm}","=>","{ls}",0.0154781647318961,0.773480662983425,2.47563078438963,140
"[933]","{ls,fg,rm}","=>","{vi}",0.0154781647318961,0.769230769230769,3.5753814530793,140
"[934]","{vi,grep,cp}","=>","{cd}",0.0154781647318961,1,2.46055495103373,140
"[935]","{cd,grep,cp}","=>","{vi}",0.0154781647318961,0.858895705521472,3.99214370834621,140
"[936]","{ll,ct}","=>","{cd}",0.0153676064123825,0.879746835443038,2.16466543160563,139
"[937]","{cd,ct}","=>","{ll}",0.0153676064123825,0.972027972027972,7.88519552196682,139
"[938]","{cat,mv}","=>","{cd}",0.0153676064123825,0.992857142857143,2.44297955852635,139
"[939]","{man,mv}","=>","{cd}",0.0153676064123825,0.97887323943662,2.4085713957302,139
"[940]","{fg,more}","=>","{elm}",0.0153676064123825,0.837349397590361,2.82922125558641,139
"[941]","{grep,ll}","=>","{rm}",0.0153676064123825,0.565040650406504,3.54916158536585,139
"[942]","{rm,grep}","=>","{ll}",0.0153676064123825,0.534615384615385,4.33685753708175,139
"[943]","{cp,X.l}","=>","{ls}",0.0153676064123825,0.705583756345178,2.25831743670988,139
"[944]","{elm,X.l}","=>","{rm}",0.0153676064123825,0.534615384615385,3.35805288461538,139
"[945]","{vi,cat,rm}","=>","{cd}",0.0153676064123825,0.985815602836879,2.42565346236659,139
"[946]","{cd,cat,rm}","=>","{vi}",0.0153676064123825,0.698492462311558,3.24659009332376,139
"[947]","{vi,cd,cat}","=>","{rm}",0.0153676064123825,0.658767772511848,4.13788507109005,139
"[948]","{elm,fg,rm}","=>","{ls}",0.0153676064123825,0.847560975609756,2.71273496970638,139
"[949]","{ls,fg,rm}","=>","{elm}",0.0153676064123825,0.763736263736264,2.58049850784255,139
"[950]","{vi,X.,rm}","=>","{ls}",0.0153676064123825,0.747311827956989,2.39187384425724,139
"[951]","{ls,X.,rm}","=>","{vi}",0.0153676064123825,0.665071770334928,3.09125085440875,139
"[952]","{ls,vi,X.}","=>","{rm}",0.0153676064123825,0.615044247787611,3.86324668141593,139
"[953]","{vi,rm,mv,cp}","=>","{ls}",0.0153676064123825,0.772222222222222,2.47160297239915,139
"[954]","{ls,rm,mv,cp}","=>","{vi}",0.0153676064123825,0.772222222222222,3.58928571428571,139
"[955]","{ls,vi,mv,cp}","=>","{rm}",0.0153676064123825,0.772222222222222,4.85052083333333,139
"[956]","{ls,vi,rm,cp}","=>","{mv}",0.0153676064123825,0.640552995391705,7.6134058387884,139
"[957]","{ls,vi,rm,mv}","=>","{cp}",0.0153676064123825,0.562753036437247,7.46349151697199,139
"[958]","{cdn}","=>","{cd}",0.015257048092869,0.992805755395683,2.44285311685363,138
"[959]","{diff}","=>","{ls}",0.015257048092869,0.762430939226519,2.44026463032692,138
"[960]","{ls,ftp}","=>","{cd}",0.015257048092869,0.896103896103896,2.20491287819906,138
"[961]","{cd,ftp}","=>","{ls}",0.015257048092869,0.938775510204082,3.0046795788379,138
"[962]","{ll,X..2}","=>","{rm}",0.015257048092869,0.584745762711864,3.6729343220339,138
"[963]","{rm,X..2}","=>","{ll}",0.015257048092869,0.507352941176471,4.11570166183065,138
"[964]","{X.,mv}","=>","{ls}",0.015257048092869,0.69,2.20843949044586,138
"[965]","{X.,ll}","=>","{vi}",0.015257048092869,0.679802955665025,3.15972134326318,138
"[966]","{rm,grep,ll}","=>","{cd}",0.015257048092869,0.992805755395683,2.44285311685363,138
"[967]","{cd,grep,ll}","=>","{rm}",0.015257048092869,0.567901234567901,3.56712962962963,138
"[968]","{cd,rm,grep}","=>","{ll}",0.015257048092869,0.556451612903226,4.51399537104007,138
"[969]","{ls,diff}","=>","{cd}",0.0151464897733554,0.992753623188406,2.44272484269291,137
"[970]","{cd,diff}","=>","{ls}",0.0151464897733554,0.774011299435028,2.47732915901976,137
